,vid,HG03453,HG01891,HG02559,HG01978,HG00673,HG00741,HG02486,HG00735,HG01258,HG01106,HG03516,HG03579,HG01123,HG03540,HG02622,HG02717,HG01928,HG01952,HG02572,HG02148,HG01358,HG02886,HG00438,HG01175,HG02630,HG00621,HG01361,HG02257
731265,731265.0,45.0,44.0,50.0,38.0,40.0,44.0,64.0,51.0,41.0,33.0,42.0,45.0,34.0,50.0,35.0,58.0,40.0,19.0,34.0,48.0,39.0,45.0,38.0,40.0,45.0,37.0,38.0,44.0
731266,731266.0,44.0,44.0,48.0,38.0,40.0,44.0,64.0,51.0,41.0,32.0,42.0,44.0,34.0,50.0,35.0,57.0,40.0,19.0,34.0,48.0,39.0,43.0,39.0,39.0,45.0,37.0,37.0,44.0
731268,731268.0,37.0,36.0,46.0,34.0,36.0,39.0,55.0,42.0,33.0,26.0,39.0,38.0,28.0,43.0,32.0,52.0,34.0,15.0,29.0,46.0,35.0,32.0,31.0,36.0,38.0,33.0,33.0,38.0
731269,731269.0,45.0,41.0,50.0,40.0,40.0,41.0,64.0,47.0,44.0,31.0,44.0,46.0,36.0,50.0,37.0,60.0,36.0,22.0,32.0,53.0,40.0,38.0,39.0,40.0,46.0,36.0,37.0,42.0
731270,731270.0,44.0,41.0,50.0,41.0,42.0,41.0,66.0,45.0,45.0,30.0,45.0,46.0,38.0,53.0,38.0,60.0,36.0,19.0,33.0,53.0,40.0,38.0,38.0,39.0,46.0,37.0,41.0,45.0
731278,731278.0,46.0,31.0,33.0,21.0,31.0,34.0,32.0,38.0,37.0,23.0,38.0,42.0,26.0,38.0,47.0,41.0,35.0,23.0,25.0,32.0,34.0,34.0,28.0,30.0,44.0,31.0,33.0,27.0
731311,731311.0,40.0,32.0,44.0,39.0,38.0,27.0,38.0,45.0,26.0,45.0,33.0,53.0,28.0,68.0,46.0,50.0,28.0,45.0,21.0,38.0,32.0,45.0,42.0,36.0,42.0,39.0,31.0,43.0
731312,731312.0,40.0,32.0,45.0,39.0,38.0,27.0,38.0,45.0,26.0,45.0,33.0,53.0,28.0,68.0,46.0,50.0,28.0,45.0,20.0,38.0,32.0,45.0,43.0,36.0,42.0,39.0,31.0,43.0
731313,731313.0,40.0,32.0,45.0,39.0,38.0,27.0,38.0,45.0,26.0,45.0,33.0,53.0,28.0,68.0,46.0,50.0,28.0,45.0,21.0,38.0,32.0,45.0,43.0,36.0,42.0,39.0,31.0,43.0
731315,731315.0,40.0,39.0,44.0,42.0,36.0,17.0,33.0,38.0,29.0,41.0,34.0,43.0,28.0,73.0,47.0,50.0,30.0,42.0,15.0,47.0,30.0,44.0,35.0,39.0,43.0,39.0,28.0,45.0
731432,731432.0,48.0,36.0,33.0,40.0,21.0,45.0,41.0,50.0,26.0,36.0,43.0,50.0,39.0,52.0,53.0,42.0,39.0,46.0,23.0,43.0,32.0,42.0,40.0,36.0,40.0,32.0,44.0,41.0
731447,731447.0,49.0,35.0,21.0,34.0,34.0,40.0,38.0,46.0,29.0,33.0,41.0,58.0,33.0,50.0,45.0,46.0,32.0,44.0,34.0,35.0,41.0,24.0,33.0,37.0,49.0,41.0,38.0,33.0
731458,731458.0,47.0,43.0,55.0,40.0,42.0,45.0,49.0,37.0,29.0,33.0,32.0,38.0,39.0,58.0,43.0,52.0,35.0,31.0,23.0,25.0,37.0,34.0,39.0,38.0,42.0,35.0,50.0,46.0
731469,731469.0,54.0,30.0,47.0,41.0,44.0,32.0,49.0,41.0,39.0,37.0,39.0,52.0,40.0,67.0,43.0,40.0,36.0,32.0,21.0,36.0,48.0,34.0,43.0,27.0,48.0,40.0,34.0,42.0
731485,731485.0,31.0,25.0,33.0,35.0,47.0,30.0,42.0,40.0,31.0,32.0,39.0,36.0,34.0,46.0,37.0,47.0,20.0,39.0,30.0,23.0,35.0,34.0,30.0,38.0,49.0,38.0,44.0,36.0
731489,731489.0,40.0,35.0,43.0,45.0,44.0,34.0,45.0,47.0,31.0,32.0,47.0,46.0,35.0,52.0,41.0,37.0,22.0,30.0,18.0,33.0,46.0,42.0,41.0,37.0,60.0,40.0,40.0,21.0
731505,731505.0,50.0,36.0,45.0,30.0,47.0,42.0,42.0,49.0,34.0,41.0,39.0,49.0,30.0,45.0,48.0,43.0,26.0,45.0,22.0,41.0,46.0,40.0,42.0,37.0,61.0,43.0,47.0,34.0
731507,731507.0,40.0,34.0,38.0,30.0,40.0,41.0,29.0,38.0,28.0,35.0,32.0,47.0,30.0,67.0,44.0,36.0,26.0,41.0,23.0,32.0,24.0,41.0,39.0,36.0,49.0,31.0,26.0,34.0
731538,731538.0,47.0,36.0,32.0,28.0,34.0,22.0,33.0,46.0,23.0,25.0,34.0,47.0,40.0,47.0,41.0,30.0,25.0,30.0,24.0,37.0,35.0,31.0,25.0,27.0,32.0,26.0,32.0,21.0
731568,731568.0,49.0,40.0,44.0,42.0,46.0,25.0,33.0,42.0,33.0,33.0,35.0,66.0,40.0,64.0,63.0,44.0,28.0,35.0,34.0,36.0,46.0,51.0,30.0,36.0,65.0,34.0,31.0,26.0
731586,731586.0,40.0,31.0,37.0,38.0,33.0,29.0,26.0,37.0,32.0,37.0,41.0,40.0,35.0,52.0,51.0,51.0,21.0,37.0,22.0,41.0,35.0,33.0,34.0,28.0,35.0,39.0,27.0,40.0
731606,731606.0,40.0,37.0,36.0,30.0,38.0,35.0,37.0,35.0,41.0,29.0,46.0,44.0,41.0,56.0,50.0,47.0,38.0,47.0,23.0,28.0,35.0,50.0,52.0,33.0,45.0,43.0,37.0,39.0
731615,731615.0,47.0,37.0,39.0,45.0,39.0,38.0,41.0,27.0,33.0,33.0,34.0,40.0,36.0,52.0,52.0,46.0,34.0,39.0,20.0,33.0,37.0,45.0,40.0,35.0,51.0,37.0,40.0,26.0
731636,731636.0,32.0,34.0,47.0,39.0,66.0,27.0,29.0,34.0,27.0,5.0,34.0,41.0,40.0,52.0,51.0,44.0,30.0,32.0,8.0,22.0,44.0,22.0,13.0,30.0,56.0,31.0,34.0,34.0
731637,731637.0,28.0,36.0,37.0,43.0,64.0,24.0,30.0,34.0,22.0,0.0,28.0,40.0,36.0,60.0,54.0,51.0,29.0,37.0,7.0,18.0,38.0,19.0,9.0,31.0,63.0,33.0,32.0,28.0
731645,731645.0,43.0,36.0,31.0,49.0,38.0,23.0,55.0,40.0,27.0,20.0,24.0,65.0,34.0,70.0,69.0,62.0,30.0,39.0,20.0,25.0,27.0,45.0,33.0,42.0,48.0,38.0,46.0,24.0
731646,731646.0,50.0,31.0,28.0,48.0,47.0,25.0,58.0,35.0,27.0,25.0,23.0,52.0,36.0,74.0,65.0,61.0,25.0,37.0,22.0,26.0,28.0,44.0,45.0,43.0,50.0,37.0,46.0,33.0
731663,731663.0,50.0,57.0,32.0,20.0,29.0,19.0,32.0,29.0,41.0,35.0,26.0,50.0,39.0,47.0,49.0,58.0,28.0,31.0,34.0,38.0,23.0,27.0,33.0,28.0,63.0,35.0,41.0,47.0
731664,731664.0,47.0,54.0,30.0,20.0,30.0,19.0,31.0,28.0,39.0,35.0,25.0,47.0,37.0,46.0,47.0,55.0,24.0,31.0,34.0,36.0,22.0,27.0,33.0,27.0,60.0,33.0,38.0,46.0
731665,731665.0,49.0,56.0,32.0,21.0,31.0,20.0,32.0,29.0,42.0,35.0,25.0,48.0,39.0,46.0,48.0,55.0,26.0,32.0,34.0,38.0,23.0,27.0,34.0,30.0,60.0,35.0,39.0,46.0
731725,731725.0,41.0,37.0,30.0,40.0,43.0,27.0,38.0,45.0,25.0,41.0,32.0,35.0,38.0,37.0,40.0,57.0,33.0,38.0,38.0,42.0,29.0,22.0,32.0,54.0,43.0,42.0,32.0,30.0
731735,731735.0,44.0,33.0,50.0,47.0,54.0,43.0,51.0,52.0,36.0,45.0,41.0,36.0,49.0,47.0,69.0,47.0,52.0,54.0,47.0,49.0,54.0,33.0,48.0,42.0,42.0,47.0,30.0,28.0
731736,731736.0,45.0,33.0,50.0,47.0,54.0,42.0,50.0,49.0,35.0,44.0,39.0,35.0,47.0,45.0,67.0,45.0,50.0,51.0,44.0,47.0,52.0,32.0,47.0,42.0,41.0,45.0,29.0,28.0
731783,731783.0,56.0,31.0,42.0,44.0,36.0,43.0,49.0,51.0,44.0,41.0,53.0,41.0,37.0,64.0,49.0,46.0,28.0,49.0,44.0,32.0,45.0,29.0,28.0,32.0,40.0,57.0,49.0,48.0
731890,731890.0,32.0,40.0,44.0,36.0,36.0,47.0,49.0,56.0,41.0,45.0,36.0,56.0,41.0,59.0,51.0,52.0,35.0,59.0,29.0,42.0,42.0,28.0,66.0,32.0,41.0,38.0,46.0,43.0
731898,731898.0,29.0,45.0,53.0,38.0,46.0,49.0,39.0,45.0,46.0,33.0,46.0,48.0,24.0,61.0,6.0,30.0,36.0,54.0,26.0,39.0,39.0,30.0,51.0,40.0,9.0,41.0,38.0,51.0
731957,731957.0,46.0,42.0,41.0,47.0,36.0,32.0,55.0,49.0,39.0,44.0,37.0,34.0,34.0,48.0,52.0,41.0,38.0,50.0,46.0,45.0,42.0,28.0,56.0,36.0,41.0,43.0,36.0,47.0
731975,731975.0,44.0,43.0,46.0,40.0,35.0,48.0,48.0,50.0,33.0,32.0,30.0,47.0,34.0,50.0,59.0,54.0,23.0,41.0,21.0,48.0,44.0,35.0,41.0,36.0,43.0,34.0,34.0,33.0
731977,731977.0,45.0,37.0,44.0,39.0,35.0,50.0,47.0,49.0,36.0,35.0,29.0,48.0,35.0,53.0,56.0,55.0,23.0,42.0,22.0,48.0,45.0,35.0,38.0,38.0,45.0,31.0,34.0,35.0
732095,732095.0,49.0,40.0,35.0,36.0,40.0,39.0,35.0,31.0,30.0,34.0,31.0,45.0,31.0,49.0,33.0,48.0,32.0,38.0,30.0,34.0,41.0,34.0,31.0,32.0,44.0,42.0,48.0,49.0
732102,732102.0,42.0,38.0,38.0,28.0,35.0,31.0,47.0,39.0,36.0,39.0,39.0,49.0,22.0,46.0,42.0,40.0,39.0,45.0,20.0,32.0,32.0,34.0,38.0,31.0,46.0,36.0,37.0,34.0
732104,732104.0,40.0,39.0,44.0,30.0,36.0,30.0,49.0,42.0,37.0,40.0,42.0,49.0,22.0,46.0,39.0,39.0,45.0,42.0,22.0,35.0,34.0,32.0,42.0,35.0,46.0,37.0,41.0,33.0
732247,732247.0,50.0,38.0,34.0,32.0,42.0,35.0,30.0,29.0,40.0,28.0,38.0,48.0,36.0,45.0,42.0,35.0,31.0,48.0,20.0,28.0,21.0,34.0,30.0,38.0,60.0,36.0,40.0,38.0
732287,732287.0,41.0,36.0,44.0,28.0,42.0,31.0,32.0,31.0,36.0,39.0,35.0,36.0,39.0,55.0,44.0,50.0,42.0,31.0,35.0,38.0,39.0,35.0,42.0,24.0,52.0,38.0,43.0,30.0
732305,732305.0,44.0,37.0,44.0,43.0,44.0,24.0,34.0,33.0,44.0,31.0,33.0,51.0,37.0,62.0,54.0,52.0,29.0,52.0,28.0,38.0,45.0,39.0,20.0,41.0,47.0,35.0,47.0,32.0
732377,732377.0,40.0,37.0,45.0,36.0,42.0,25.0,37.0,41.0,28.0,31.0,42.0,46.0,40.0,63.0,42.0,41.0,29.0,31.0,13.0,39.0,38.0,45.0,37.0,33.0,51.0,38.0,36.0,40.0
732379,732379.0,38.0,38.0,44.0,36.0,41.0,24.0,35.0,41.0,27.0,34.0,42.0,47.0,39.0,64.0,42.0,42.0,28.0,29.0,12.0,41.0,37.0,43.0,36.0,36.0,50.0,37.0,36.0,41.0
732694,732694.0,53.0,35.0,35.0,21.0,33.0,44.0,31.0,43.0,36.0,26.0,45.0,43.0,34.0,41.0,41.0,32.0,39.0,39.0,38.0,31.0,25.0,40.0,34.0,33.0,36.0,36.0,31.0,26.0
732779,732779.0,52.0,42.0,48.0,37.0,45.0,36.0,41.0,53.0,52.0,32.0,39.0,49.0,48.0,61.0,43.0,54.0,42.0,31.0,30.0,36.0,37.0,32.0,39.0,42.0,56.0,28.0,35.0,42.0
732871,732871.0,54.0,26.0,28.0,26.0,28.0,28.0,29.0,28.0,21.0,28.0,36.0,39.0,29.0,42.0,36.0,43.0,22.0,40.0,16.0,39.0,18.0,43.0,33.0,23.0,41.0,23.0,29.0,22.0
732879,732879.0,50.0,34.0,37.0,35.0,32.0,32.0,47.0,38.0,40.0,32.0,43.0,36.0,42.0,53.0,57.0,53.0,41.0,41.0,22.0,32.0,38.0,40.0,53.0,40.0,50.0,49.0,34.0,33.0
732890,732890.0,39.0,35.0,37.0,33.0,38.0,41.0,36.0,45.0,30.0,29.0,34.0,29.0,39.0,52.0,64.0,42.0,37.0,36.0,26.0,38.0,38.0,32.0,41.0,36.0,34.0,37.0,39.0,37.0
732962,732962.0,53.0,24.0,27.0,22.0,38.0,30.0,37.0,32.0,27.0,34.0,36.0,36.0,32.0,60.0,46.0,45.0,27.0,32.0,18.0,39.0,30.0,35.0,27.0,33.0,45.0,27.0,32.0,26.0
732988,732988.0,47.0,34.0,36.0,49.0,42.0,32.0,39.0,43.0,27.0,37.0,35.0,60.0,35.0,47.0,48.0,38.0,42.0,38.0,40.0,49.0,47.0,31.0,48.0,40.0,38.0,48.0,41.0,45.0
733005,733005.0,47.0,39.0,37.0,43.0,46.0,29.0,41.0,60.0,39.0,37.0,46.0,36.0,42.0,61.0,48.0,51.0,31.0,40.0,38.0,43.0,42.0,36.0,40.0,31.0,41.0,48.0,35.0,45.0
733176,733176.0,38.0,57.0,52.0,45.0,54.0,34.0,47.0,48.0,40.0,35.0,49.0,52.0,50.0,52.0,60.0,52.0,40.0,55.0,45.0,56.0,38.0,39.0,42.0,33.0,44.0,42.0,50.0,48.0
733177,733177.0,47.0,50.0,43.0,49.0,46.0,35.0,46.0,33.0,34.0,42.0,52.0,59.0,32.0,62.0,58.0,40.0,35.0,41.0,28.0,41.0,27.0,25.0,40.0,39.0,50.0,37.0,36.0,32.0
733180,733180.0,40.0,31.0,58.0,44.0,35.0,42.0,41.0,46.0,39.0,39.0,45.0,53.0,30.0,59.0,54.0,53.0,26.0,34.0,24.0,35.0,32.0,34.0,34.0,33.0,51.0,45.0,37.0,31.0
733183,733183.0,38.0,33.0,55.0,34.0,39.0,35.0,51.0,50.0,43.0,40.0,34.0,51.0,39.0,56.0,55.0,54.0,30.0,37.0,39.0,35.0,42.0,36.0,33.0,30.0,42.0,40.0,46.0,36.0
733195,733195.0,49.0,40.0,55.0,35.0,37.0,30.0,55.0,59.0,41.0,47.0,33.0,43.0,36.0,57.0,48.0,57.0,30.0,37.0,45.0,44.0,37.0,41.0,45.0,29.0,41.0,34.0,47.0,30.0
733359,733359.0,43.0,46.0,42.0,35.0,42.0,33.0,33.0,38.0,43.0,26.0,36.0,48.0,36.0,38.0,57.0,53.0,31.0,39.0,27.0,40.0,42.0,30.0,32.0,33.0,49.0,44.0,44.0,33.0
733426,733426.0,45.0,36.0,44.0,30.0,49.0,33.0,46.0,35.0,30.0,44.0,33.0,41.0,50.0,54.0,61.0,49.0,26.0,46.0,39.0,43.0,36.0,35.0,33.0,45.0,52.0,39.0,43.0,31.0
733542,733542.0,33.0,33.0,23.0,32.0,45.0,22.0,35.0,27.0,23.0,27.0,31.0,25.0,40.0,42.0,46.0,40.0,35.0,28.0,27.0,24.0,34.0,28.0,23.0,21.0,39.0,27.0,27.0,39.0
733671,733671.0,26.0,25.0,20.0,24.0,37.0,28.0,13.0,20.0,30.0,29.0,18.0,26.0,16.0,42.0,32.0,45.0,15.0,20.0,19.0,29.0,31.0,33.0,24.0,20.0,37.0,29.0,21.0,20.0
733672,733672.0,26.0,25.0,20.0,24.0,37.0,28.0,13.0,20.0,30.0,29.0,18.0,26.0,16.0,42.0,32.0,45.0,15.0,20.0,19.0,29.0,31.0,33.0,24.0,20.0,37.0,29.0,21.0,20.0
733728,733728.0,43.0,44.0,42.0,26.0,46.0,36.0,40.0,37.0,43.0,42.0,32.0,42.0,28.0,54.0,45.0,44.0,24.0,36.0,17.0,30.0,34.0,36.0,30.0,30.0,43.0,36.0,43.0,32.0
733755,733755.0,30.0,45.0,42.0,38.0,43.0,30.0,40.0,44.0,32.0,34.0,29.0,51.0,38.0,43.0,55.0,57.0,37.0,43.0,33.0,33.0,47.0,23.0,36.0,47.0,40.0,36.0,36.0,46.0
734088,734088.0,32.0,34.0,36.0,36.0,40.0,30.0,33.0,50.0,35.0,30.0,39.0,48.0,45.0,64.0,47.0,51.0,25.0,36.0,21.0,30.0,37.0,37.0,46.0,36.0,51.0,48.0,46.0,40.0
734530,734530.0,56.0,35.0,51.0,50.0,56.0,34.0,43.0,48.0,46.0,35.0,42.0,58.0,37.0,63.0,59.0,56.0,37.0,42.0,29.0,52.0,36.0,41.0,54.0,51.0,47.0,52.0,52.0,36.0
734652,734652.0,44.0,40.0,44.0,37.0,31.0,49.0,41.0,48.0,27.0,36.0,29.0,42.0,37.0,69.0,49.0,70.0,31.0,43.0,14.0,33.0,44.0,40.0,42.0,39.0,39.0,44.0,34.0,34.0
734678,734678.0,37.0,45.0,46.0,48.0,50.0,31.0,40.0,41.0,46.0,35.0,38.0,50.0,54.0,58.0,56.0,47.0,30.0,43.0,36.0,40.0,42.0,41.0,42.0,42.0,48.0,54.0,55.0,37.0
734863,734863.0,51.0,38.0,31.0,45.0,41.0,31.0,37.0,43.0,35.0,30.0,38.0,31.0,33.0,53.0,50.0,53.0,40.0,36.0,26.0,34.0,41.0,32.0,34.0,36.0,42.0,36.0,37.0,44.0
734865,734865.0,51.0,38.0,31.0,45.0,41.0,31.0,37.0,43.0,34.0,30.0,38.0,31.0,33.0,53.0,50.0,53.0,40.0,36.0,26.0,34.0,41.0,32.0,34.0,36.0,42.0,36.0,37.0,44.0
734881,734881.0,44.0,49.0,46.0,30.0,52.0,35.0,45.0,51.0,40.0,36.0,37.0,56.0,46.0,55.0,42.0,41.0,29.0,48.0,36.0,40.0,39.0,23.0,35.0,39.0,35.0,38.0,35.0,39.0
735003,735003.0,46.0,38.0,35.0,30.0,39.0,33.0,23.0,39.0,25.0,35.0,31.0,45.0,38.0,43.0,50.0,48.0,36.0,35.0,33.0,34.0,35.0,37.0,35.0,32.0,48.0,33.0,37.0,42.0
735011,735011.0,41.0,25.0,40.0,40.0,46.0,22.0,33.0,41.0,36.0,31.0,31.0,47.0,42.0,46.0,44.0,40.0,28.0,34.0,18.0,34.0,32.0,28.0,38.0,39.0,48.0,43.0,45.0,22.0
735012,735012.0,41.0,25.0,40.0,40.0,46.0,23.0,33.0,41.0,36.0,31.0,31.0,47.0,42.0,46.0,44.0,40.0,28.0,34.0,18.0,34.0,32.0,28.0,38.0,39.0,48.0,43.0,45.0,22.0
735013,735013.0,41.0,25.0,39.0,41.0,42.0,23.0,34.0,41.0,34.0,30.0,35.0,45.0,42.0,44.0,45.0,40.0,26.0,32.0,18.0,33.0,32.0,27.0,39.0,40.0,48.0,43.0,44.0,22.0
735045,735045.0,32.0,38.0,35.0,37.0,42.0,30.0,36.0,29.0,26.0,43.0,31.0,31.0,33.0,47.0,50.0,49.0,36.0,33.0,20.0,41.0,32.0,28.0,37.0,34.0,43.0,49.0,37.0,26.0
735071,735071.0,34.0,18.0,41.0,26.0,30.0,28.0,42.0,49.0,29.0,35.0,15.0,27.0,31.0,49.0,60.0,41.0,20.0,25.0,28.0,36.0,32.0,29.0,53.0,42.0,42.0,38.0,57.0,28.0
735198,735198.0,46.0,41.0,36.0,36.0,35.0,42.0,56.0,51.0,37.0,42.0,43.0,44.0,43.0,40.0,42.0,52.0,39.0,41.0,38.0,41.0,38.0,31.0,41.0,39.0,29.0,31.0,38.0,35.0
735241,735241.0,47.0,21.0,32.0,28.0,38.0,22.0,39.0,30.0,28.0,42.0,37.0,36.0,46.0,55.0,40.0,41.0,26.0,33.0,28.0,40.0,39.0,21.0,36.0,35.0,38.0,45.0,27.0,26.0
735299,735299.0,47.0,40.0,34.0,32.0,45.0,27.0,32.0,43.0,29.0,33.0,32.0,41.0,34.0,53.0,52.0,44.0,35.0,47.0,22.0,33.0,32.0,31.0,49.0,31.0,39.0,36.0,34.0,26.0
735300,735300.0,45.0,41.0,40.0,36.0,48.0,27.0,40.0,45.0,24.0,38.0,27.0,40.0,37.0,58.0,52.0,47.0,39.0,47.0,25.0,32.0,26.0,37.0,43.0,32.0,37.0,36.0,26.0,28.0
735349,735349.0,51.0,30.0,37.0,37.0,35.0,27.0,37.0,26.0,28.0,41.0,36.0,48.0,45.0,50.0,54.0,51.0,30.0,43.0,25.0,27.0,33.0,34.0,34.0,36.0,49.0,39.0,49.0,32.0
735353,735353.0,33.0,26.0,44.0,28.0,42.0,38.0,26.0,28.0,23.0,38.0,30.0,29.0,32.0,51.0,42.0,63.0,24.0,25.0,21.0,24.0,29.0,23.0,24.0,29.0,41.0,39.0,30.0,26.0
735382,735382.0,57.0,48.0,38.0,31.0,36.0,35.0,40.0,48.0,34.0,36.0,34.0,48.0,22.0,53.0,41.0,39.0,21.0,38.0,22.0,33.0,35.0,36.0,42.0,38.0,51.0,34.0,29.0,28.0
735383,735383.0,57.0,48.0,38.0,31.0,36.0,35.0,40.0,48.0,34.0,36.0,34.0,48.0,22.0,53.0,41.0,39.0,21.0,38.0,22.0,33.0,35.0,36.0,42.0,38.0,51.0,34.0,29.0,28.0
735491,735491.0,31.0,40.0,37.0,39.0,45.0,38.0,44.0,42.0,39.0,37.0,32.0,46.0,43.0,51.0,58.0,49.0,34.0,35.0,26.0,38.0,39.0,37.0,47.0,46.0,43.0,36.0,42.0,42.0
735497,735497.0,36.0,49.0,41.0,41.0,50.0,43.0,44.0,37.0,35.0,47.0,35.0,46.0,45.0,58.0,50.0,44.0,40.0,35.0,29.0,33.0,42.0,37.0,45.0,34.0,33.0,39.0,36.0,43.0
735498,735498.0,36.0,49.0,41.0,41.0,50.0,43.0,44.0,37.0,35.0,47.0,35.0,45.0,44.0,58.0,49.0,44.0,40.0,35.0,29.0,33.0,42.0,37.0,45.0,34.0,33.0,39.0,36.0,43.0
735502,735502.0,40.0,42.0,47.0,29.0,36.0,45.0,48.0,38.0,33.0,45.0,21.0,45.0,54.0,45.0,47.0,46.0,33.0,40.0,38.0,45.0,31.0,31.0,40.0,45.0,42.0,43.0,39.0,35.0
735589,735589.0,42.0,32.0,34.0,46.0,37.0,39.0,43.0,31.0,25.0,35.0,42.0,45.0,34.0,53.0,54.0,30.0,22.0,40.0,36.0,46.0,47.0,26.0,37.0,38.0,43.0,32.0,32.0,30.0
735692,735692.0,39.0,31.0,38.0,41.0,32.0,36.0,29.0,40.0,28.0,40.0,41.0,54.0,30.0,50.0,57.0,51.0,28.0,41.0,16.0,36.0,30.0,34.0,34.0,41.0,36.0,31.0,44.0,35.0
735693,735693.0,39.0,31.0,38.0,41.0,32.0,36.0,29.0,40.0,28.0,40.0,41.0,54.0,30.0,50.0,57.0,51.0,28.0,41.0,16.0,36.0,30.0,34.0,34.0,41.0,36.0,31.0,44.0,35.0
735717,735717.0,35.0,43.0,34.0,52.0,44.0,35.0,37.0,43.0,39.0,35.0,37.0,49.0,34.0,63.0,51.0,46.0,27.0,44.0,13.0,42.0,40.0,28.0,33.0,33.0,45.0,33.0,50.0,29.0
735718,735718.0,35.0,43.0,34.0,52.0,44.0,35.0,37.0,43.0,39.0,35.0,37.0,49.0,34.0,63.0,51.0,46.0,27.0,44.0,13.0,42.0,40.0,28.0,32.0,33.0,45.0,33.0,50.0,29.0
735740,735740.0,46.0,32.0,35.0,39.0,40.0,31.0,32.0,35.0,42.0,30.0,27.0,56.0,26.0,53.0,38.0,54.0,28.0,36.0,14.0,38.0,31.0,27.0,33.0,32.0,53.0,51.0,36.0,32.0
735791,735791.0,40.0,41.0,45.0,29.0,47.0,43.0,39.0,39.0,37.0,42.0,40.0,46.0,33.0,60.0,39.0,40.0,32.0,45.0,26.0,34.0,35.0,39.0,40.0,27.0,50.0,38.0,28.0,33.0
735799,735799.0,40.0,38.0,45.0,38.0,36.0,37.0,35.0,48.0,38.0,41.0,29.0,47.0,28.0,53.0,47.0,54.0,31.0,38.0,19.0,38.0,41.0,43.0,41.0,33.0,45.0,40.0,39.0,28.0
735834,735834.0,42.0,34.0,41.0,36.0,34.0,32.0,40.0,42.0,27.0,36.0,23.0,32.0,39.0,52.0,51.0,35.0,31.0,33.0,16.0,31.0,29.0,34.0,42.0,37.0,49.0,28.0,31.0,42.0
736375,736375.0,43.0,47.0,51.0,38.0,36.0,55.0,38.0,45.0,37.0,35.0,29.0,48.0,42.0,35.0,48.0,47.0,29.0,49.0,35.0,32.0,43.0,32.0,45.0,45.0,34.0,39.0,34.0,41.0
736417,736417.0,42.0,41.0,35.0,32.0,35.0,32.0,40.0,49.0,51.0,33.0,37.0,49.0,33.0,58.0,45.0,41.0,40.0,40.0,23.0,51.0,40.0,22.0,36.0,33.0,34.0,37.0,50.0,33.0
736547,736547.0,45.0,38.0,48.0,54.0,42.0,41.0,51.0,46.0,52.0,54.0,38.0,51.0,39.0,51.0,59.0,45.0,45.0,44.0,25.0,43.0,31.0,41.0,45.0,44.0,32.0,52.0,48.0,34.0
736571,736571.0,46.0,26.0,40.0,55.0,47.0,39.0,42.0,48.0,49.0,47.0,28.0,40.0,44.0,50.0,41.0,53.0,34.0,37.0,31.0,45.0,38.0,30.0,29.0,33.0,52.0,50.0,40.0,27.0
737418,737418.0,31.0,43.0,33.0,46.0,37.0,39.0,36.0,54.0,31.0,35.0,36.0,35.0,34.0,35.0,43.0,49.0,41.0,44.0,24.0,41.0,41.0,27.0,37.0,48.0,25.0,37.0,38.0,40.0
737858,737858.0,52.0,38.0,55.0,41.0,41.0,31.0,38.0,53.0,41.0,40.0,32.0,31.0,26.0,48.0,42.0,41.0,42.0,40.0,29.0,51.0,31.0,27.0,45.0,30.0,41.0,42.0,51.0,38.0
738119,738119.0,40.0,50.0,45.0,51.0,44.0,55.0,48.0,62.0,38.0,46.0,38.0,41.0,46.0,65.0,50.0,58.0,52.0,51.0,28.0,46.0,55.0,41.0,40.0,31.0,31.0,32.0,58.0,28.0
738120,738120.0,38.0,48.0,44.0,52.0,43.0,54.0,47.0,59.0,36.0,47.0,38.0,41.0,46.0,62.0,49.0,62.0,52.0,50.0,28.0,46.0,52.0,40.0,38.0,30.0,34.0,32.0,61.0,29.0
738338,738338.0,54.0,47.0,41.0,51.0,54.0,45.0,41.0,40.0,48.0,40.0,50.0,39.0,51.0,51.0,62.0,48.0,31.0,35.0,42.0,49.0,33.0,41.0,47.0,47.0,42.0,37.0,45.0,34.0
738411,738411.0,37.0,46.0,43.0,42.0,52.0,41.0,45.0,55.0,41.0,58.0,43.0,60.0,38.0,68.0,58.0,43.0,47.0,49.0,31.0,49.0,44.0,37.0,50.0,33.0,35.0,42.0,45.0,49.0
738451,738451.0,38.0,33.0,46.0,36.0,42.0,43.0,42.0,41.0,40.0,41.0,34.0,47.0,33.0,57.0,44.0,52.0,36.0,37.0,26.0,38.0,46.0,37.0,49.0,44.0,34.0,41.0,44.0,26.0
738483,738483.0,40.0,38.0,35.0,45.0,41.0,53.0,46.0,53.0,36.0,40.0,49.0,43.0,48.0,44.0,51.0,56.0,33.0,65.0,39.0,51.0,44.0,31.0,49.0,38.0,41.0,33.0,45.0,33.0
739140,739140.0,37.0,27.0,41.0,41.0,43.0,33.0,51.0,52.0,45.0,44.0,37.0,29.0,37.0,36.0,40.0,59.0,48.0,48.0,30.0,34.0,34.0,34.0,37.0,26.0,37.0,38.0,49.0,31.0
739171,739171.0,35.0,29.0,45.0,46.0,27.0,49.0,45.0,48.0,34.0,36.0,41.0,42.0,42.0,52.0,49.0,59.0,43.0,54.0,28.0,49.0,41.0,36.0,48.0,21.0,25.0,36.0,47.0,42.0
